Company Name,Industry,Symbol,Series,ISIN Code
Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,IRCTC,EQ,INE335Y01020
Info Edge (India) Ltd.,Consumer Services,NAUKRI,EQ,INE663F01032
InterGlobe Aviation Ltd.,Services,INDIGO,EQ,INE646L01027
Jubilant Foodworks Ltd.,Consumer Services,JUBLFOOD,EQ,INE797F01020
K.P.R. Mill Ltd.,Textiles,KPRMILL,EQ,INE930H01031
Kalyan Jewellers India Ltd.,Consumer Durables,KALYANKJIL,EQ,INE303R01014
LG Electronics India Ltd.,Consumer Durables,LGEINDIA,EQ,INE324D01010
Lemon Tree Hotels Ltd.,Consumer Services,LEMONTREE,EQ,INE970X01018
Lenskart Solutions Ltd.,Consumer Services,LENSKART,EQ,INE956O01016
Lodha Developers Ltd.,Realty,LODHA,EQ,INE670K01029
Mahindra & Mahindra Ltd.,Automobile and Auto Components,M&M,EQ,INE101A01026
Maruti Suzuki India Ltd.,Automobile and Auto Components,MARUTI,EQ,INE585B01010
Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS,EQ,INE338I01027
Nippon Life India Asset Management Ltd.,Financial Services,NAM-INDIA,EQ,INE298J01013
Nuvama Wealth Management Ltd.,Financial Services,NUVAMA,EQ,INE531F01023
Oberoi Realty Ltd.,Realty,OBEROIRLTY,EQ,INE093I01010
Ola Electric Mobility Ltd.,Automobile and Auto Components,OLAELEC,EQ,INE0LXG01040
One 97 Communications Ltd.,Financial Services,PAYTM,EQ,INE982J01020
PB Fintech Ltd.,Financial Services,POLICYBZR,EQ,INE417T01026
PG Electroplast Ltd.,Consumer Durables,PGEL,EQ,INE457L01029
PVR INOX Ltd.,Media Entertainment & Publication,PVRINOX,EQ,INE191H01014
Page Industries Ltd.,Textiles,PAGEIND,EQ,INE761H01022
Phoenix Mills Ltd.,Realty,PHOENIXLTD,EQ,INE211B01039
Physicswallah Ltd.,Consumer Services,PWL,EQ,INE0LP301011
Prestige Estates Projects Ltd.,Realty,PRESTIGE,EQ,INE811K01011
Sapphire Foods India Ltd.,Consumer Services,SAPPHIRE,EQ,INE806T01020
Saregama India Ltd,Media Entertainment & Publication,SAREGAMA,EQ,INE979A01025
Sobha Ltd.,Realty,SOBHA,EQ,INE671H01015
Swiggy Ltd.,Consumer Services,SWIGGY,EQ,INE00H001014
TVS Motor Company Ltd.,Automobile and Auto Components,TVSMOTOR,EQ,INE494B01023
Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013
Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,TMPV,EQ,INE155A01022
Titan Company Ltd.,Consumer Durables,TITAN,EQ,INE280A01028
Trent Ltd.,Consumer Services,TRENT,EQ,INE849A01020
Vishal Mega Mart Ltd.,Consumer Services,VMM,EQ,INE01EA01019
Vodafone Idea Ltd.,Telecommunication,IDEA,EQ,INE669E01016
Voltas Ltd.,Consumer Durables,VOLTAS,EQ,INE226A01021
Whirlpool of India Ltd.,Consumer Durables,WHIRLPOOL,EQ,INE716A01013
Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,ZEEL,EQ,INE256A01028
