Company Name,Industry,Symbol,Series,ISIN Code
Railtel Corporation Of India Ltd.,Telecommunication,RAILTEL,EQ,INE0DD101019
Redington Ltd.,Services,REDINGTON,EQ,INE891D01026
Sarda Energy and Minerals Ltd.,Metals & Mining,SARDAEN,EQ,INE385C01021
Saregama India Ltd,Media Entertainment & Publication,SAREGAMA,EQ,INE979A01025
Schneider Electric Infrastructure Ltd.,Capital Goods,SCHNEIDER,EQ,INE839M01018
Shyam Metalics and Energy Ltd.,Capital Goods,SHYAMMETL,EQ,INE810G01011
Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,SONACOMS,EQ,INE073K01018
Sonata Software Ltd.,Information Technology,SONATSOFTW,EQ,INE269A01021
Techno Electric & Engineering Company Ltd.,Construction,TECHNOE,EQ,INE285K01026
Titagarh Rail Systems Ltd.,Capital Goods,TITAGARH,EQ,INE615H01020
Transformers And Rectifiers (India) Ltd.,Capital Goods,TARIL,EQ,INE763I01026
Triveni Turbine Ltd.,Capital Goods,TRITURBINE,EQ,INE152M01016
Usha Martin Ltd.,Capital Goods,USHAMART,EQ,INE228A01035
Vardhman Textiles Ltd.,Textiles,VTL,EQ,INE825A01020
Vijaya Diagnostic Centre Ltd.,Healthcare,VIJAYA,EQ,INE043W01024
Welspun Corp Ltd.,Capital Goods,WELCORP,EQ,INE191B01025
Welspun Living Ltd.,Textiles,WELSPUNLIV,EQ,INE192B01031
ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,ZFCVINDIA,EQ,INE342J01019
Zen Technologies Ltd.,Capital Goods,ZENTEC,EQ,INE251B01027
Zensar Technolgies Ltd.,Information Technology,ZENSARTECH,EQ,INE520A01027
Zydus Wellness Ltd.,Fast Moving Consumer Goods,ZYDUSWELL,EQ,INE768C01028
eClerx Services Ltd.,Services,ECLERX,EQ,INE738I01010
